id,category,subgroup,title,aliases,parent_work,attribution,catalog_status,mirror_status,commentary_status,candidate_source,review_note
purana-ganesha-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Ganesha Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Ganesha+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-mudgala-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Mudgala Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Mudgala+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-devi-bhagavata-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Devi-Bhagavata Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Devi-Bhagavata+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-kalika-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Kalika Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Kalika+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-kapila-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Kapila Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Kapila+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-sanatkumara-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Sanatkumara Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Sanatkumara+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-samba-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Samba Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Samba+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-bhargava-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Bhargava Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Bhargava+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-gautama-dharmasutra,Dharmaśāstra,Dharmasūtra,Gautama Dharmasutra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Gautama+Dharmasutra&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-baodhayana-dharmasutra,Dharmaśāstra,Dharmasūtra,Baodhayana Dharmasutra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Baodhayana+Dharmasutra&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-apastamba-dharmasutra,Dharmaśāstra,Dharmasūtra,Apastamba Dharmasutra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Apastamba+Dharmasutra&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-vasistha-dharmasutra,Dharmaśāstra,Dharmasūtra,Vasistha Dharmasutra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Vasistha+Dharmasutra&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-manu-smriti,Dharmaśāstra,Smṛti,Manu Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Manu+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-yajnavalkya-smriti,Dharmaśāstra,Smṛti,Yajnavalkya Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Yajnavalkya+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-parashara-smriti,Dharmaśāstra,Smṛti,Parashara Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Parashara+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-narada-smriti,Dharmaśāstra,Smṛti,Narada Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Narada+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-vishnu-smriti,Dharmaśāstra,Smṛti,Vishnu Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Vishnu+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-atri-smriti,Dharmaśāstra,Smṛti,Atri Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Atri+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-harita-smriti,Dharmaśāstra,Smṛti,Harita Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Harita+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-usanas-smriti,Dharmaśāstra,Smṛti,Usanas Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Usanas+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-angiras-smriti,Dharmaśāstra,Smṛti,Angiras Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Angiras+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-yama-smriti,Dharmaśāstra,Smṛti,Yama Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Yama+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-apastamba-smriti,Dharmaśāstra,Smṛti,Apastamba Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Apastamba+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-samvarta-smriti,Dharmaśāstra,Smṛti,Samvarta Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Samvarta+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-katyayana-smriti,Dharmaśāstra,Smṛti,Katyayana Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Katyayana+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-brihaspati-smriti,Dharmaśāstra,Smṛti,Brihaspati Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Brihaspati+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-shankha-smriti,Dharmaśāstra,Smṛti,Shankha Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Shankha+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-likhita-smriti,Dharmaśāstra,Smṛti,Likhita Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Likhita+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-daksha-smriti,Dharmaśāstra,Smṛti,Daksha Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Daksha+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-shatatapa-smriti,Dharmaśāstra,Smṛti,Shatatapa Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Shatatapa+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-vriddha-gautama-smriti,Dharmaśāstra,Smṛti,Vriddha-Gautama Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Vriddha-Gautama+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-vyasa-smriti,Dharmaśāstra,Smṛti,Vyasa Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Vyasa+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-jabali-smriti,Dharmaśāstra,Smṛti,Jabali Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Jabali+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-nachiketa-smriti,Dharmaśāstra,Smṛti,Nachiketa Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Nachiketa+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-chhandas-smriti,Dharmaśāstra,Smṛti,Chhandas Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Chhandas+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-laugakshi-smriti,Dharmaśāstra,Smṛti,Laugakshi Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Laugakshi+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-kashyapa-smriti,Dharmaśāstra,Smṛti,Kashyapa Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Kashyapa+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-sanatkumara-smriti,Dharmaśāstra,Smṛti,Sanatkumara Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Sanatkumara+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-shatadru-smriti,Dharmaśāstra,Smṛti,Shatadru Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Shatadru+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-janaka-smriti,Dharmaśāstra,Smṛti,Janaka Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Janaka+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-vyaghra-smriti,Dharmaśāstra,Smṛti,Vyaghra Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Vyaghra+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-jatukarnya-smriti,Dharmaśāstra,Smṛti,Jatukarnya Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Jatukarnya+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-kapinjala-smriti,Dharmaśāstra,Smṛti,Kapinjala Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Kapinjala+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
dharmasastra-vishvamitra-smriti,Dharmaśāstra,Smṛti,Vishvamitra Smriti,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Vishvamitra+Smriti&type=code,"Verify title normalization, recension, edition, and item-level rights."
vedanga-paniniya-shiksha,Vedāṅga,Auxiliary Vedic disciplines,Paniniya Shiksha,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Paniniya+Shiksha&type=code,"Verify title normalization, recension, edition, and item-level rights."
vedanga-pingala-chandasutras,Vedāṅga,Auxiliary Vedic disciplines,Pingala Chandasutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Pingala+Chandasutras&type=code,"Verify title normalization, recension, edition, and item-level rights."
vedanga-ashtadhyayi,Vedāṅga,Auxiliary Vedic disciplines,Ashtadhyayi,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Ashtadhyayi&type=code,"Verify title normalization, recension, edition, and item-level rights."
vedanga-yaska-nirukta,Vedāṅga,Auxiliary Vedic disciplines,Yaska Nirukta,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Yaska+Nirukta&type=code,"Verify title normalization, recension, edition, and item-level rights."
vedanga-vedanga-jyotisha,Vedāṅga,Auxiliary Vedic disciplines,Vedanga Jyotisha,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Vedanga+Jyotisha&type=code,"Verify title normalization, recension, edition, and item-level rights."
vedanga-shrautasutras,Vedāṅga,Auxiliary Vedic disciplines,Shrautasutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Shrautasutras&type=code,Corpus-level entry; create recension- and school-specific child records.
vedanga-grihyasutras,Vedāṅga,Auxiliary Vedic disciplines,Grihyasutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Grihyasutras&type=code,Corpus-level entry; create recension- and school-specific child records.
vedanga-sulbasutras,Vedāṅga,Auxiliary Vedic disciplines,Sulbasutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Sulbasutras&type=code,Corpus-level entry; create author/school-specific child records.
upaveda-sastra-charaka-samhita,Upaveda / Śāstra,"Medicine, polity, arts, and architecture",Charaka Samhita,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Charaka+Samhita&type=code,"Verify title normalization, recension, edition, and item-level rights."
upaveda-sastra-sushruta-samhita,Upaveda / Śāstra,"Medicine, polity, arts, and architecture",Sushruta Samhita,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Sushruta+Samhita&type=code,"Verify title normalization, recension, edition, and item-level rights."
upaveda-sastra-dhanurveda-sutra,Upaveda / Śāstra,"Medicine, polity, arts, and architecture",Dhanurveda Sutra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Dhanurveda+Sutra&type=code,Traditional field label may not identify one universally recognized single text; catalogue exact witnesses separately.
upaveda-sastra-gandharvaveda-sutra,Upaveda / Śāstra,"Medicine, polity, arts, and architecture",Gandharvaveda Sutra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Gandharvaveda+Sutra&type=code,Traditional field label may not identify one universally recognized single text; catalogue exact witnesses separately.
upaveda-sastra-chanakya-arthashastra,Upaveda / Śāstra,"Medicine, polity, arts, and architecture",Chanakya Arthashastra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Chanakya+Arthashastra&type=code,"Verify title normalization, recension, edition, and item-level rights."
upaveda-sastra-manasara-shilpa-shastra,Upaveda / Śāstra,"Medicine, polity, arts, and architecture",Manasara Shilpa Shastra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Manasara+Shilpa+Shastra&type=code,"Verify title normalization, recension, edition, and item-level rights."
darsana-nyaya-sutras,Darśana,Foundational sūtras,Nyaya Sutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Nyaya+Sutras&type=code,"Verify title normalization, recension, edition, and item-level rights."
darsana-vaisheshika-sutras,Darśana,Foundational sūtras,Vaisheshika Sutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Vaisheshika+Sutras&type=code,"Verify title normalization, recension, edition, and item-level rights."
darsana-samkhya-sutras,Darśana,Foundational sūtras,Samkhya Sutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Samkhya+Sutras&type=code,Traditional attribution to Kapila is historically contested; extant Sāṃkhyapravacana Sūtra is later than classical Sāṃkhya Kārikā.
darsana-yoga-sutras,Darśana,Foundational sūtras,Yoga Sutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Yoga+Sutras&type=code,"Verify title normalization, recension, edition, and item-level rights."
darsana-mimamsa-sutras,Darśana,Foundational sūtras,Mimamsa Sutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Mimamsa+Sutras&type=code,"Verify title normalization, recension, edition, and item-level rights."
darsana-brahma-sutras,Darśana,Foundational sūtras,Brahma Sutras,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Brahma+Sutras&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-ahirbudhnya-samhita,Āgama / Tantra,Vaiṣṇava Saṃhitā,Ahirbudhnya Samhita,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Ahirbudhnya+Samhita&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-jayakhya-samhita,Āgama / Tantra,Vaiṣṇava Saṃhitā,Jayakhya Samhita,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Jayakhya+Samhita&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-satvata-samhita,Āgama / Tantra,Vaiṣṇava Saṃhitā,Satvata Samhita,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Satvata+Samhita&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-ananda-samhita,Āgama / Tantra,Vaiṣṇava Saṃhitā,Ananda Samhita,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Ananda+Samhita&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-marici-samhita,Āgama / Tantra,Vaiṣṇava Saṃhitā,Marici Samhita,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Marici+Samhita&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-kamika-agama,Āgama / Tantra,Śaiva Āgama and Trika Tantra,Kamika Agama,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Kamika+Agama&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-karana-agama,Āgama / Tantra,Śaiva Āgama and Trika Tantra,Karana Agama,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Karana+Agama&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-suprabheda-agama,Āgama / Tantra,Śaiva Āgama and Trika Tantra,Suprabheda Agama,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Suprabheda+Agama&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-malinivijayottara-tantra,Āgama / Tantra,Śaiva Āgama and Trika Tantra,Malinivijayottara Tantra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Malinivijayottara+Tantra&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-svacchanda-tantra,Āgama / Tantra,Śaiva Āgama and Trika Tantra,Svacchanda Tantra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Svacchanda+Tantra&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-vijnanabhairava-tantra,Āgama / Tantra,Śaiva Āgama and Trika Tantra,Vijnanabhairava Tantra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Vijnanabhairava+Tantra&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-kularnava-tantra,Āgama / Tantra,Śākta / Kaula Tantra,Kularnava Tantra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Kularnava+Tantra&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-mahanirvana-tantra,Āgama / Tantra,Śākta / Kaula Tantra,Mahanirvana Tantra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Mahanirvana+Tantra&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-yoni-tantra,Āgama / Tantra,Śākta / Kaula Tantra,Yoni Tantra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Yoni+Tantra&type=code,"Verify title normalization, recension, edition, and item-level rights."
agama-tantra-rudrayamala-tantra,Āgama / Tantra,Śākta / Kaula Tantra,Rudrayamala Tantra,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Rudrayamala+Tantra&type=code,"Verify title normalization, recension, edition, and item-level rights."
